family_code,pokedex_number,form_code,pokemon_name,pokemon_name_pl,evolution_tier,normal_stage,is_baby,evolves_from_pokedex_number,evolves_from_form_code,branch_order,notes
"yungoos",734,"NORMAL","Yungoos",,0,"BASIC",false,,,0,""
"yungoos",735,"NORMAL","Gumshoos",,1,"STAGE1",false,734,"NORMAL",0,""
"yveltal",717,"NORMAL","Yveltal",,0,"BASIC",false,,,0,""
"zacian",888,"NORMAL","Zacian",,0,"BASIC",false,,,0,""
"zamazenta",889,"NORMAL","Zamazenta",,0,"BASIC",false,,,0,""
"zangoose",335,"NORMAL","Zangoose",,0,"BASIC",false,,,0,""
"zapdos",145,"NORMAL","Zapdos",,0,"BASIC",false,,,0,""
"zarude",893,"NORMAL","Zarude",,0,"BASIC",false,,,0,""
"zekrom",644,"NORMAL","Zekrom",,0,"BASIC",false,,,0,""
"zeraora",807,"NORMAL","Zeraora",,0,"BASIC",false,,,0,""
"zigzagoon",263,"NORMAL","Zigzagoon",,0,"BASIC",false,,,0,""
"zigzagoon",264,"NORMAL","Linoone",,1,"STAGE1",false,263,"NORMAL",0,""
"zigzagoon",862,"NORMAL","Obstagoon",,2,"STAGE2",false,264,"NORMAL",0,""
"zorua",570,"NORMAL","Zorua",,0,"BASIC",false,,,0,""
"zorua",571,"NORMAL","Zoroark",,1,"STAGE1",false,570,"NORMAL",0,""
"zubat",41,"NORMAL","Zubat",,0,"BASIC",false,,,0,""
"zubat",42,"NORMAL","Golbat",,1,"STAGE1",false,41,"NORMAL",0,""
"zubat",169,"NORMAL","Crobat",,2,"STAGE2",false,42,"NORMAL",0,""
"zygarde",718,"NORMAL","Zygarde",,0,"BASIC",false,,,0,""
